TAZ,longitude_center,latitude_center,TAZ12_TEXT,RSA,CAA,ACRES,Area_SQMI
1074,-117.92741215,33.67080524,1074,39,44,169.059357,0.26415517
1075,-117.94185688,33.67034808,1075,39,44,123.251504,0.19259314
1076,-117.92805716,33.66371332,1076,39,44,476.019214,0.74377983
1077,-117.90079445,33.6665548,1077,39,44,177.827278,0.27785463
1078,-117.94225831,33.65874992,1078,39,44,594.290621,0.92857457
1079,-117.91391781,33.66557026,1079,39,44,126.977337,0.19840204
1080,-117.89082809,33.66085516,1080,39,45,125.324985,0.19581931
1081,-117.91343958,33.65981079,1081,39,44,208.670946,0.32604828
1082,-117.90410984,33.66017199,1082,39,45,153.412126,0.2397064
1083,-117.89670173,33.65787106,1083,39,45,169.869163,0.26542051
1084,-117.92557314,33.65523988,1084,39,44,181.973099,0.28433291
1085,-117.89146836,33.65424703,1085,39,45,80.871767,0.1263584
1086,-117.90220709,33.65227488,1086,39,45,168.110819,0.26267308
1087,-117.91322329,33.65437908,1087,39,45,109.035629,0.17036813
1088,-117.94230537,33.64760437,1088,39,45,471.427134,0.73660506
1089,-117.92753676,33.64843397,1089,39,45,193.245063,0.30194534
1090,-117.91533379,33.64866131,1090,39,45,165.713188,0.25892703
1091,-117.89706525,33.64865642,1091,39,45,79.718074,0.12455912
1092,-117.90634175,33.64804001,1092,39,45,83.422024,0.13034615
1093,-117.92175385,33.64504972,1093,39,45,159.311266,0.24892381
1094,-117.91254959,33.64407133,1094,39,45,244.837324,0.38255874
1095,-117.90092976,33.64191927,1095,39,45,160.048462,0.25007539
1096,-117.93740633,33.63832694,1096,39,45,296.889834,0.46388839
1097,-117.9273058,33.63767894,1097,39,45,258.385818,0.40372774
1098,-117.91592408,33.63820582,1098,39,45,160.85489,0.25133571
1099,-117.90925172,33.63354461,1099,39,45,160.065726,0.25010263
1100,-117.91943044,33.63367624,1100,39,45,65.696722,0.1026511
1101,-117.91703075,33.62855328,1101,39,45,172.81564,0.27002402
1102,-117.82583739,33.76346185,1102,42,42,196.968929,0.30776389
1103,-117.82833578,33.75408139,1103,42,42,344.380412,0.53808903
1104,-117.77787274,33.74984841,1104,42,43,304.19416,0.47531036
1105,-117.80896068,33.74561235,1105,42,42,80.051107,0.12508093
1106,-117.81781992,33.74713435,1106,42,42,60.065901,0.09385262
1107,-117.82824715,33.74703285,1107,42,42,76.886262,0.12013476
1108,-117.78730566,33.73437777,1108,44,52,313.636295,0.49005794
1109,-117.81219351,33.74284177,1109,42,42,88.095212,0.13764875
1110,-117.78403886,33.74173997,1110,42,43,188.10712,0.29391604
1111,-117.82796992,33.74390208,1111,42,42,102.586942,0.16029206
1112,-117.81926475,33.74412351,1112,42,42,58.515206,0.09142999
1113,-117.83663985,33.73771317,1113,42,41,115.775505,0.18090029
1114,-117.82583707,33.74039656,1114,42,42,114.705667,0.17922756
1115,-117.81615631,33.73841399,1115,42,42,157.502696,0.24609791
1116,-117.80620033,33.73853718,1116,42,42,53.304592,0.08328377
1117,-117.82944365,33.73658842,1117,42,42,126.531754,0.19770593
1118,-117.79850029,33.7356736,1118,44,52,96.289991,0.15045859
1119,-117.8092243,33.73405424,1119,42,42,156.499287,0.24453007
1120,-117.79266326,33.73149788,1120,44,52,175.756439,0.27461938
1121,-117.82148849,33.73292173,1121,42,42,155.165001,0.24244526
1122,-117.80352229,33.73014927,1122,44,52,109.764189,0.1715065
1123,-117.82753259,33.73005192,1123,42,42,123.485043,0.19294485
1124,-117.81478872,33.7284876,1124,42,42,164.039282,0.25631133
1125,-117.82937017,33.72678959,1125,42,42,101.532554,0.15864701
1126,-117.79675304,33.72554538,1126,44,52,203.052494,0.31726909
1127,-117.80901159,33.72404585,1127,42,42,133.793143,0.20905175
1128,-117.83544824,33.71916274,1128,44,49,321.763209,0.50274945
1129,-117.81777794,33.72087362,1129,42,42,290.142862,0.45334116
1130,-117.80583628,33.7165614,1130,42,42,326.345169,0.50992182
1131,-117.82309095,33.71606886,1131,44,49,246.71165,0.385488
1132,-117.83219865,33.71233534,1132,44,49,125.388746,0.19592184
1133,-117.8241602,33.70781422,1133,44,49,299.471058,0.46791462
1134,-117.81319076,33.70524764,1134,44,49,364.349741,0.56929735
1135,-117.83782172,33.70610983,1135,44,49,136.069306,0.21260564
1136,-117.83118038,33.70314173,1136,44,49,142.853965,0.22321388
1137,-117.80802204,33.6994718,1137,44,49,223.24322,0.34883563
1138,-117.82702031,33.69836516,1138,44,49,125.249734,0.19570254
1139,-117.77665651,33.7345766,1139,44,52,330.036825,0.51568241
1140,-117.76922407,33.73056116,1140,44,52,428.790822,0.66998551
1141,-117.75562107,33.72548903,1141,44,52,417.983628,0.65309927
1142,-117.78529454,33.7262407,1142,44,52,112.726573,0.17613524
1143,-117.7780414,33.72145615,1143,44,52,198.543163,0.31022362
1144,-117.79065945,33.72173606,1144,44,52,64.085098,0.1001321
1145,-117.76236592,33.71970401,1145,44,52,203.462864,0.31791065
1146,-117.78452623,33.71673304,1146,44,52,244.478256,0.38199718
1147,-117.79971863,33.71653783,1147,44,51,105.539238,0.16490139
1148,-117.76876842,33.7153288,1148,44,52,229.332298,0.35833164
1149,-117.79126525,33.71221972,1149,44,51,313.199359,0.48937794
1150,-117.71054272,33.69975684,1150,44,52,596.504854,0.93204017
1151,-117.77485769,33.71024846,1151,44,52,194.782716,0.30434791
1152,-117.75889286,33.70824595,1152,44,52,242.58874,0.37904481
1153,-117.80050074,33.70848148,1153,44,51,106.655125,0.16665142
1154,-117.79389871,33.70487571,1154,44,51,183.479561,0.28668646
1155,-117.77655997,33.70514415,1155,44,52,73.423486,0.1147241
1156,-117.78338338,33.70609966,1156,44,51,77.654026,0.12133059
1157,-117.76494333,33.70321812,1157,44,52,279.223104,0.43628426
1158,-117.75313447,33.6995677,1158,44,52,318.490998,0.49764651
1159,-117.77947437,33.70230889,1159,44,51,95.795379,0.14968412
1160,-117.84098362,33.69934568,1160,44,49,236.99994,0.37031245
1161,-117.85503942,33.69931061,1161,44,49,171.491287,0.26795828
1162,-117.78558599,33.6984857,1162,44,51,235.131009,0.36739212
1163,-117.79841125,33.69885538,1163,44,51,126.580466,0.19777475
1164,-117.72178401,33.69475717,1164,44,52,696.403916,1.08813312
1165,-117.76886135,33.69700088,1165,44,52,200.908396,0.31391932
1166,-117.7465734,33.69486684,1166,44,52,314.009783,0.4906373
1167,-117.82078868,33.69606737,1167,44,49,131.204469,0.20500934
1168,-117.80510587,33.69368662,1168,44,51,213.278659,0.33323452
1169,-117.84794654,33.69171466,1169,44,49,384.574643,0.60089922
1170,-117.77732847,33.69408355,1170,44,51,170.1662,0.26588695
1171,-117.78947421,33.69494139,1171,44,51,105.880136,0.16543768
1172,-117.83409016,33.69214941,1172,44,49,234.906395,0.36704117
1173,-117.74227114,33.69160484,1173,44,52,109.657813,0.17131482
1174,-117.77261379,33.69044378,1174,44,51,122.27297,0.19104991
1175,-117.81763568,33.69238514,1175,44,51,95.571347,0.14933019
1176,-117.79180819,33.69149978,1176,44,51,150.680523,0.23543827
1177,-117.7622375,33.69017154,1177,44,52,214.09499,0.33452452
1178,-117.73768197,33.68335243,1178,44,54,806.428286,1.26004238
1179,-117.85901216,33.68844904,1179,44,49,213.629295,0.33379683
1180,-117.82903821,33.68873063,1180,44,49,121.088264,0.18919718
1181,-117.70184587,33.68911225,1181,44,52,565.849649,0.8841412
1182,-117.79837681,33.69093968,1182,44,51,170.032289,0.26567541
1183,-117.81133453,33.6883428,1183,44,51,141.40528,0.22094569
1184,-117.81910867,33.68572269,1184,44,51,260.50045,0.40703187
1185,-117.78070579,33.6856826,1185,44,51,232.34337,0.36303622
1186,-117.75650891,33.68494512,1186,44,52,249.442062,0.38974629
1187,-117.84524836,33.68486984,1187,44,49,90.981933,0.14215923
1188,-117.69726564,33.678026,1188,44,54,1360.184222,2.12526868
1189,-117.83876289,33.68560092,1189,44,49,66.862751,0.10447302
1190,-117.76818214,33.68501931,1190,44,51,107.971561,0.16870127
1191,-117.79822685,33.6838547,1191,44,51,225.196259,0.35186906
1192,-117.72656378,33.67754347,1192,44,54,693.916454,1.08428148
1193,-117.86782221,33.67469109,1193,39,48,452.758303,0.70743656
1194,-117.830903,33.68164211,1194,44,51,73.314449,0.1145542
1195,-117.75241029,33.680163,1195,44,52,162.326757,0.2536394
1196,-117.85269484,33.68310769,1196,44,49,77.444786,0.12100634
1197,-117.8354418,33.68221649,1197,44,49,66.933982,0.10458711
1198,-117.78164891,33.6791205,1198,44,51,133.160481,0.20806321
1199,-117.82134754,33.68082514,1199,44,51,228.732011,0.35739368
1200,-117.77258445,33.68004057,1200,44,51,163.009159,0.25469831
1201,-117.84550835,33.68045339,1201,44,49,115.912658,0.1811135
1202,-117.74792352,33.67922974,1202,44,52,141.048264,0.22039097
1203,-117.80358782,33.67992238,1203,44,51,77.8316,0.1216073
1204,-117.79108073,33.67910922,1204,44,51,190.319762,0.29737456
1205,-117.85587535,33.67920901,1205,39,48,91.306238,0.14266773
1206,-117.76223717,33.67944651,1206,44,51,61.34722,0.09585928
1207,-117.81851356,33.67081435,1207,44,51,239.666403,0.37447802
1208,-117.83880938,33.67727018,1208,44,49,85.887173,0.13419867
1209,-117.80402981,33.67713398,1209,44,51,78.040216,0.121943
1210,-117.84875979,33.67638711,1210,39,48,90.809546,0.14188988
1211,-117.76595948,33.67540639,1211,44,51,160.389321,0.25061065
1212,-117.83201677,33.67554018,1212,44,51,97.532866,0.15239507
1213,-117.7797,33.67349872,1213,44,51,186.661736,0.29165802
1214,-117.80875187,33.67280357,1214,44,51,225.149973,0.35179675
1215,-117.82341701,33.67431709,1215,44,51,196.718288,0.30737225
1216,-117.85900984,33.67399522,1216,39,48,119.189472,0.1862382
1217,-117.84153126,33.67297339,1217,39,48,122.83322,0.19192686
1218,-117.75883619,33.67398662,1218,44,51,63.545872,0.09929102
1219,-117.85205103,33.6701322,1219,39,48,226.86746,0.35448032
1220,-117.79159879,33.67491689,1220,44,51,83.316639,0.13018719
1221,-117.77196078,33.67010973,1221,44,51,192.465164,0.30072496
1222,-117.79372009,33.67305797,1222,44,51,63.746829,0.09960249
1223,-117.72021719,33.66566167,1223,44,54,919.55552,1.43679796
1224,-117.79887041,33.67009969,1224,44,51,161.014707,0.25158543
1225,-117.83157064,33.66469167,1225,39,50,367.068249,0.573544
1226,-117.78146474,33.66880927,1226,44,51,101.186342,0.15810323
1227,-117.75656754,33.66791043,1227,44,51,109.817157,0.17158911
1228,-117.76204033,33.67009977,1228,44,51,52.590468,0.08217261
1229,-117.74007113,33.66613982,1229,44,54,361.42278,0.56471852
1230,-117.74830741,33.66560436,1230,44,53,152.178108,0.23777776
1231,-117.84247693,33.66401227,1231,39,48,422.106632,0.65954146
1232,-117.79792273,33.66531578,1232,44,51,145.335801,0.22708714
1233,-117.76571439,33.66591487,1233,44,51,114.501533,0.1789086
1234,-117.81944042,33.66276957,1234,39,50,407.114417,0.63611612
1235,-117.78259099,33.66540343,1235,44,51,146.605496,0.22907296
1236,-117.70164708,33.66181539,1236,44,54,174.02463,0.27192437
1237,-117.75135371,33.66287709,1237,44,53,63.139624,0.09865564
1238,-117.85255797,33.65802771,1238,39,48,317.568511,0.49620048
1239,-117.77511639,33.66336359,1239,44,51,51.051561,0.07976848
1240,-117.76009957,33.66258592,1240,44,51,117.991921,0.18436233
1241,-117.77894235,33.66072793,1241,44,51,115.74649,0.18085364
1242,-117.80474534,33.66116188,1242,39,50,214.618496,0.33534132
1243,-117.77074283,33.66060893,1243,44,51,92.50042,0.14453187
1244,-117.71773952,33.65606123,1244,44,53,285.981764,0.44684563
1245,-117.79090721,33.65471996,1245,39,50,685.614672,1.07126569
1246,-117.70769935,33.65649035,1246,44,53,158.253625,0.24726874
1247,-117.75376317,33.66005984,1247,44,53,43.745828,0.06835284
1248,-117.76342449,33.6589594,1248,44,51,89.629723,0.14004641
1249,-117.74051351,33.65838084,1249,44,53,154.098339,0.24077936
1250,-117.86059553,33.65704544,1250,39,48,43.737451,0.06834109
1251,-117.85773483,33.65318083,1251,39,48,78.807693,0.1231394
1252,-117.77269848,33.65651448,1252,44,51,83.864872,0.13103883
1253,-117.74724764,33.65761385,1253,44,53,49.884304,0.07794421
1254,-117.81421383,33.65339315,1254,39,50,607.987799,0.94998073
1255,-117.75321348,33.65704241,1255,44,53,67.920077,0.10612509
1256,-117.79881655,33.64210917,1256,39,50,452.067175,0.70636125
1257,-117.83967229,33.65260699,1257,39,50,117.002523,0.1828164
1258,-117.8333085,33.65467124,1258,39,50,157.928678,0.24676352
1259,-117.77008801,33.65059992,1259,39,50,153.86125,0.24040814
1260,-117.76381967,33.65487573,1260,44,51,114.093169,0.17827054
1261,-117.73043448,33.65171504,1261,44,53,208.470182,0.32573685
1262,-117.75400197,33.65261352,1262,44,53,168.6611,0.26353354
1263,-117.8457274,33.64674808,1263,39,50,430.452833,0.67258287
1264,-117.73769651,33.65104215,1264,44,53,112.736342,0.17613543
1265,-117.74331971,33.65035987,1265,44,53,195.024249,0.30474143
1266,-117.77341788,33.64551071,1266,39,50,446.266357,0.69730112
1267,-117.82797087,33.65110564,1267,39,50,49.588812,0.0774825
1268,-117.71294506,33.65022979,1268,44,53,153.160814,0.23930742
1269,-117.76418781,33.6479422,1269,39,50,103.584126,0.1618502
1270,-117.83300395,33.64968742,1270,39,50,37.998434,0.05937253
1271,-117.85696222,33.64519937,1271,39,50,181.427379,0.28347818
1272,-117.75669122,33.64301146,1272,39,50,305.590349,0.47748781
1273,-117.82094665,33.63436251,1273,39,50,264.560354,0.41337323
1274,-117.82564645,33.64435458,1274,39,50,175.86969,0.27479653
1275,-117.81232659,33.64012829,1275,39,50,587.723981,0.91831851
1276,-117.74834492,33.64224802,1276,39,50,312.372589,0.48808436
1277,-117.71642889,33.6471235,1277,44,53,64.637287,0.10099614
1278,-117.83220481,33.64538923,1278,39,50,85.835093,0.13411793
1279,-117.78156244,33.63741714,1279,39,50,822.350331,1.28491458
1280,-117.71891406,33.64485829,1280,44,53,124.615442,0.19471174
1281,-117.72825114,33.64325395,1281,44,53,218.854191,0.34195809
1282,-117.73889223,33.64248891,1282,39,50,196.254708,0.30664806
1283,-117.72058164,33.64141991,1283,44,53,71.722978,0.1120649
1284,-117.84111399,33.63908527,1284,39,50,354.843703,0.55444149
1285,-117.83481082,33.63524935,1285,39,50,194.92296,0.30456731
1286,-117.78083966,33.61850368,1286,39,50,1946.180604,3.04094002
1287,-117.85298003,33.63769209,1287,39,50,102.489948,0.1601462
1288,-117.71881302,33.63573821,1288,44,53,58.212215,0.09095813
1289,-117.73076713,33.63436401,1289,39,50,218.407825,0.34125804
1290,-117.72375011,33.63502534,1290,44,53,134.776275,0.21058884
1291,-117.75523407,33.63211422,1291,39,50,302.517322,0.47267785
1292,-117.73815488,33.63299772,1292,39,50,171.218724,0.26753167
1293,-117.79495872,33.62737858,1293,39,50,516.824263,0.8075385
1294,-117.82473242,33.62827276,1294,39,50,451.170421,0.70495393
1295,-117.83855726,33.63118848,1295,39,50,65.681849,0.1026317
1296,-117.74751184,33.62634483,1296,39,50,252.227178,0.39410067
1297,-117.80958199,33.61865877,1297,39,50,839.689986,1.31200896
1298,-117.75290671,33.62072555,1298,40,62,111.576296,0.1743364
1299,-117.76614615,33.61029443,1299,40,61,1023.317579,1.59890163
1300,-117.75560741,33.61365176,1300,40,62,114.32706,0.17864371
1301,-117.64512421,33.69167853,1301,43,56,504.962927,0.78899023
1302,-117.63275575,33.69298154,1302,43,56,175.435787,0.27411434
1303,-117.63742788,33.6827767,1303,43,56,475.864223,0.74353926
1304,-117.65263564,33.68235245,1304,43,56,455.29453,0.71141227
1305,-117.62401236,33.68621966,1305,43,56,102.968043,0.16088755
1306,-117.62852706,33.67746772,1306,43,56,376.090326,0.58764125
1307,-117.67045185,33.68446263,1307,43,56,35.915885,0.05611855
1308,-117.68107749,33.67797169,1308,43,56,196.125404,0.30645772
1309,-117.66247133,33.68089652,1309,43,56,48.42013,0.07565668
1310,-117.67194901,33.68217794,1310,43,56,24.190094,0.03779701
1311,-117.66750057,33.67861668,1311,43,56,142.861735,0.22322142
1312,-117.6775443,33.67239962,1312,43,56,411.872184,0.64354622
1313,-117.65797201,33.67829632,1313,43,56,56.703749,0.08859972
1314,-117.65374294,33.67637951,1314,43,56,57.07272,0.0891761
1315,-117.66160698,33.67473706,1315,43,56,66.045101,0.10319545
1316,-117.65568719,33.67151912,1316,43,56,84.75407,0.1324282
1317,-117.66332861,33.67155663,1317,43,56,30.416178,0.04752547
1318,-117.63577299,33.66834099,1318,43,56,300.942643,0.47022036
1319,-117.64570768,33.66915886,1319,43,56,178.551645,0.27898688
1320,-117.6671785,33.6681372,1320,43,56,161.277243,0.25198779
1321,-117.6590027,33.66281166,1321,43,56,391.459117,0.61165473
1322,-117.69379371,33.66282399,1322,43,56,180.435908,0.28193185
1323,-117.67723255,33.66582563,1323,43,56,135.638071,0.21194085
1324,-117.64712307,33.6632865,1324,43,56,166.762966,0.26056697
1325,-117.67001863,33.66276809,1325,43,56,26.900834,0.04203395
1326,-117.66829997,33.65810537,1326,43,56,130.530764,0.20395427
1327,-117.67619617,33.65892466,1327,43,56,83.823549,0.1309696
1328,-117.67572701,33.65403424,1328,43,56,169.572527,0.26495721
1329,-117.64995241,33.65901582,1329,43,59,63.80981,0.09969268
1330,-117.65662312,33.65397824,1330,43,58,122.544692,0.1914778
1331,-117.66558541,33.65012365,1331,43,56,248.123628,0.38769319
1332,-117.69854681,33.65108737,1332,43,57,165.953085,0.25930434
1333,-117.67215572,33.64622445,1333,43,56,147.284939,0.23013267
1334,-117.70463486,33.64519742,1334,43,57,148.478342,0.23200461
1335,-117.67860863,33.64331499,1335,43,56,233.551917,0.36492478
1336,-117.66534171,33.64252918,1336,43,58,136.450783,0.21321178
1337,-117.68933985,33.64235687,1337,43,57,184.36794,0.28807484
1338,-117.70783136,33.64210724,1338,43,57,76.790353,0.11998427
1339,-117.71130716,33.63898656,1339,43,57,96.134179,0.15020847
1340,-117.69895539,33.63740702,1340,43,57,211.550808,0.33054807
1341,-117.68533134,33.6372286,1341,43,57,132.77587,0.20746225
1342,-117.67476864,33.63622159,1342,43,58,101.060462,0.15791006
1343,-117.71414976,33.63471015,1343,44,53,139.07622,0.21731077
1344,-117.70533609,33.633404,1344,43,57,134.55011,0.21023449
1345,-117.69242055,33.63186779,1345,43,57,192.712507,0.30111324
1346,-117.68247528,33.63152113,1346,43,58,158.762264,0.24806598
1347,-117.71255826,33.62811881,1347,43,57,209.129524,0.32676538
1348,-117.67140628,33.62865403,1348,43,58,202.148831,0.31584805
1349,-117.69902957,33.62773212,1349,43,57,121.981133,0.19059539
1350,-117.68791915,33.62743309,1350,43,58,24.21154,0.03783052
1351,-117.70622618,33.62200463,1351,43,57,316.022309,0.49379364
1352,-117.69008242,33.62560005,1352,43,58,50.888303,0.07951305
1353,-117.69353784,33.62110681,1353,43,58,158.890628,0.24826766
1354,-117.7012227,33.61840399,1354,43,58,44.057166,0.06883986
1355,-117.69905044,33.61314421,1355,43,58,242.966398,0.37963537
1356,-117.6858508,33.65541274,1356,43,56,133.026543,0.20785666
1357,-117.69377445,33.65634412,1357,43,56,248.390012,0.38810519
1358,-117.68127025,33.66120922,1358,43,56,191.584677,0.29935486
1359,-117.69562117,33.64655739,1359,43,57,199.597257,0.31187032
1360,-117.68403403,33.6502751,1360,43,56,69.526692,0.10863425
1361,-117.88544702,33.66461143,1361,39,44,306.160244,0.47837881
1362,-117.86218804,33.66994304,1362,39,48,30.447957,0.04757508
1363,-117.86960312,33.6663165,1363,39,48,70.853678,0.11070808
1364,-117.8576494,33.66693826,1364,39,48,39.640948,0.06193898
1365,-117.86299988,33.66608117,1365,39,48,40.678572,0.06355993
1366,-117.8669506,33.66124123,1366,39,48,216.677629,0.33855707
1367,-117.8603835,33.66295321,1367,39,48,88.658469,0.13853531
1368,-117.87895707,33.65791957,1368,39,44,66.492691,0.10389485
1369,-117.87440547,33.65636967,1369,39,44,111.114177,0.17361589
1370,-117.88203076,33.6520566,1370,39,47,294.84207,0.46069373
1371,-117.86974244,33.65343907,1371,39,47,103.202792,0.16125432
1372,-117.86397083,33.65144581,1372,39,47,88.814255,0.13876102
1373,-117.89157689,33.64382109,1373,39,47,297.714013,0.46518149
1374,-117.87681024,33.64525926,1374,39,47,312.773294,0.48870866
1375,-117.85948586,33.63895065,1375,39,47,31.333845,0.04895806
1376,-117.86409532,33.64293699,1376,39,47,202.967284,0.31714349
1377,-117.87218692,33.63931983,1377,39,47,163.033181,0.25473929
1378,-117.94495657,33.63812178,1378,39,46,115.885686,0.18107169
1379,-117.94943835,33.63390711,1379,39,46,433.750442,0.67771637
1380,-117.88221151,33.63440228,1380,39,47,449.783028,0.7027833
1381,-117.896987,33.63499801,1381,39,47,149.351637,0.23336188
1382,-117.86767922,33.6334766,1382,39,47,220.320019,0.34424823
1383,-117.85507419,33.63180791,1383,39,47,349.549521,0.54616906
1384,-117.90431852,33.62943697,1384,39,47,88.953654,0.13898977
1385,-117.93571126,33.62870866,1385,39,46,201.703289,0.31516605
1386,-117.93090811,33.62572166,1386,39,46,151.595367,0.23686772
1387,-117.94983895,33.62902235,1387,39,46,79.674497,0.12449314
1388,-117.8949864,33.62779243,1388,39,47,367.615859,0.57439142
1389,-117.94075485,33.62203922,1389,39,46,102.020312,0.15941026
1390,-117.92123299,33.62452918,1390,39,46,255.353322,0.39898982
1391,-117.86887134,33.62369381,1391,39,47,441.108042,0.68923117
1392,-117.88966217,33.62061156,1392,39,47,369.526552,0.57738324
1393,-117.83305737,33.61991522,1393,39,50,492.550368,0.7696052
1394,-117.85799547,33.62060282,1394,39,47,364.457619,0.56946491
1395,-117.84158567,33.62102049,1395,39,47,233.074972,0.36418154
1396,-117.90486639,33.62129734,1396,39,47,149.734333,0.23396437
1397,-117.84540066,33.6137579,1397,39,47,424.527147,0.66332065
1398,-117.8216891,33.6146597,1398,39,50,230.033911,0.35942368
1399,-117.91344934,33.61993327,1399,39,46,228.111109,0.35642352
1400,-117.87843527,33.62132063,1400,39,47,72.126273,0.11269727
1401,-117.88283327,33.61492621,1401,39,47,248.891604,0.38889304
1402,-117.87500171,33.6170351,1402,39,47,117.674872,0.18386694
1403,-117.91064526,33.61404308,1403,39,46,174.202985,0.27219515
1404,-117.90018564,33.61843368,1404,39,47,75.806914,0.11845414
1405,-117.9304216,33.61504633,1405,39,46,328.734195,0.51364603
1406,-117.85509696,33.61220506,1406,39,47,317.13177,0.49551827
1407,-117.91646057,33.61206187,1407,39,46,270.216029,0.42220937
1408,-117.87026247,33.61468986,1408,39,47,56.19279,0.08780122
1409,-117.89903489,33.61204777,1409,39,46,225.468666,0.35229474
1410,-117.83525284,33.60928706,1410,39,47,262.031949,0.40942509
1411,-117.86695082,33.60650274,1411,39,47,278.813096,0.43564536
1412,-117.87454013,33.60939857,1412,39,47,125.503068,0.19609851
1413,-117.88066613,33.60422905,1413,39,46,339.88442,0.53106697
1414,-117.90326765,33.60459595,1414,39,46,660.127508,1.03145435
1415,-117.8922101,33.60551198,1415,39,46,255.630604,0.39942769
1416,-117.81505626,33.60772733,1416,40,61,215.107702,0.33611668
1417,-117.85905837,33.60229152,1417,39,47,225.282165,0.35200359
1418,-117.81204385,33.60181318,1418,40,61,110.203915,0.17218711
1419,-117.82032293,33.60289557,1419,39,47,221.96512,0.34682031
1420,-117.83649983,33.60100716,1420,39,47,215.370146,0.33651864
1421,-117.8503046,33.59963298,1421,39,47,275.476181,0.43042853
1422,-117.81115952,33.5925951,1422,40,61,612.371548,0.95683494
1423,-117.78636281,33.59903726,1423,40,61,283.011839,0.44221403
1424,-117.80426318,33.57974331,1424,40,61,2399.409722,3.74906748
1425,-117.82675773,33.59479923,1425,40,61,544.156034,0.85024656
1426,-117.86625844,33.59636072,1426,39,46,162.768762,0.25432614
1427,-117.87071851,33.59368085,1427,39,46,196.602923,0.30719395
1428,-117.76864373,33.59246629,1428,40,61,459.660413,0.71821635
1429,-117.84086494,33.59181126,1429,39,47,323.52039,0.50550037
1430,-117.85066553,33.59018905,1430,39,47,318.581972,0.49778324
1431,-117.78570159,33.5669617,1431,40,61,3555.812574,5.55595975
1432,-117.85697169,33.59060884,1432,39,47,67.113236,0.1048651
1433,-117.84065751,33.58027291,1433,39,47,169.99115,0.26561065
1434,-117.86054836,33.58690544,1434,39,47,135.967449,0.21245768
1435,-117.84967899,33.58083022,1435,39,47,195.623134,0.30565525
1436,-117.83116486,33.58070324,1436,40,61,126.336153,0.19740879
1437,-117.82428157,33.58137256,1437,40,61,453.458556,0.7085279
1438,-117.83639835,33.57567223,1438,40,61,144.931845,0.22644714
1439,-117.8295662,33.56977923,1439,40,61,223.933955,0.34989979
1440,-117.73888491,33.62593841,1440,40,62,171.502782,0.26797205
1441,-117.73294517,33.6257329,1441,40,62,96.052986,0.15008277
1442,-117.72805168,33.62452416,1442,40,62,109.427196,0.17097511
1443,-117.72141702,33.6247071,1443,40,62,153.656662,0.24008687
1444,-117.74198762,33.61859811,1444,40,62,232.348031,0.36304384
1445,-117.71670229,33.61670769,1445,40,62,281.762668,0.44024744
1446,-117.73240051,33.61924103,1446,40,62,20.638621,0.03225343
1447,-117.72683425,33.61620082,1447,40,62,188.951359,0.29523626
1448,-117.7360091,33.61291401,1448,40,62,405.370736,0.63338916
1449,-117.74933326,33.60736833,1449,40,62,297.185359,0.46434845
1450,-117.70531882,33.60881229,1450,40,62,234.441679,0.36631446
1451,-117.71613713,33.60693275,1451,40,62,314.549311,0.49148286
1452,-117.75549222,33.59956398,1452,40,61,420.991393,0.65779677
1453,-117.70982763,33.60070617,1453,40,62,163.614289,0.2556462
1454,-117.70605483,33.59715325,1454,40,62,155.358363,0.24274688
1455,-117.75759155,33.58825925,1455,40,61,117.753402,0.18399055
1456,-117.72602637,33.60174524,1456,40,62,527.025774,0.82347728
1457,-117.7393642,33.60186411,1457,40,62,281.036407,0.4391207
1458,-117.69697144,33.60060335,1458,40,62,268.326821,0.41926105
1459,-117.6908977,33.5970028,1459,40,62,211.095046,0.32983679
1460,-117.68281984,33.59760275,1460,40,62,124.970061,0.19526753
1461,-117.74023002,33.59279622,1461,40,63,398.592882,0.62280149
1462,-117.67284374,33.58752707,1462,40,63,113.246677,0.17695588
1463,-117.6793894,33.59259065,1463,40,63,148.033116,0.23130941
1464,-117.71306965,33.59385306,1464,40,62,41.998856,0.06562327
1465,-117.72037396,33.59207634,1465,40,63,216.125563,0.33769537
1466,-117.70392199,33.59021256,1466,40,62,142.04749,0.22194979
1467,-117.72730826,33.58888228,1467,40,63,135.066968,0.21104208
1468,-117.69118973,33.59156045,1468,40,63,96.594972,0.15092224
1469,-117.70887061,33.58998611,1469,40,62,70.606684,0.11032292
1470,-117.71521849,33.58281094,1470,40,63,213.340664,0.3333438
1471,-117.75078345,33.58793627,1471,40,61,92.972273,0.14526839
1472,-117.68624699,33.58207543,1472,40,63,606.719634,0.94798735
1473,-117.69765024,33.58450265,1473,40,63,387.063075,0.60479224
1474,-117.74258879,33.57202606,1474,40,63,895.862303,1.39977635
1475,-117.70545288,33.57874878,1475,40,63,223.605914,0.34938578
1476,-117.73391447,33.57917728,1476,40,63,324.864768,0.50760109
1477,-117.72214448,33.58441471,1477,40,63,77.66535,0.12135208
1478,-117.72663027,33.57715083,1478,40,63,242.389874,0.37873409
1479,-117.68452647,33.56818512,1479,40,63,1088.598791,1.70093405
1480,-117.71936261,33.57553597,1480,40,63,154.827607,0.24191808
1481,-117.71125999,33.57283831,1481,40,63,109.177609,0.17058997
1482,-117.72086479,33.56374242,1482,40,63,276.987032,0.43279213
1483,-117.72933718,33.56013576,1483,40,63,431.626416,0.67441447
