TAZ,longitude_center,latitude_center,TAZ12_TEXT,RSA,CAA,ACRES,Area_SQMI
654,-118.02117865,33.7689996,0654,38,32,192.134289,0.30021365
655,-117.99497557,33.76990108,0655,38,32,132.303152,0.20672652
656,-118.01966142,33.76241966,0656,38,32,143.79859,0.22468524
657,-118.00283867,33.76277883,0657,38,32,162.487989,0.25388743
658,-117.99419022,33.76463626,0658,38,32,81.24382,0.12694344
659,-117.98540464,33.76297378,0659,38,32,158.768969,0.2480768
660,-118.01155899,33.76107392,0660,38,32,90.821949,0.14190926
661,-117.99397692,33.76100563,0661,38,32,80.827293,0.1262926
662,-118.03569566,33.75782514,0662,38,33,71.731747,0.1120786
663,-118.02895631,33.75477438,0663,38,33,173.672314,0.27136154
664,-118.04008647,33.75482941,0664,38,33,92.442212,0.14444389
665,-118.02009294,33.75490816,0665,38,33,181.959494,0.28431165
666,-118.01116683,33.75529002,0666,38,32,161.592859,0.25248879
667,-118.00274724,33.75550384,0667,38,32,161.271544,0.25198673
668,-117.99395812,33.75554348,0668,38,32,164.772285,0.25745664
669,-117.98588013,33.75662841,0669,38,32,108.316827,0.16924502
670,-117.97673157,33.75753066,0670,38,32,80.826039,0.12629067
671,-117.96800449,33.75767127,0671,38,32,80.086014,0.12513581
672,-117.96799564,33.75400788,0672,38,32,82.771751,0.12933083
673,-117.98388658,33.75353399,0673,38,32,47.83922,0.07474876
674,-117.97668783,33.75388811,0674,38,32,79.11423,0.12361595
675,-118.01197622,33.74753677,0675,38,32,135.173825,0.21120904
676,-117.99397605,33.74826498,0676,38,32,159.521685,0.24925258
677,-118.00354944,33.74854506,0677,38,32,183.915267,0.28736754
678,-117.98530476,33.74838253,0678,38,32,162.12959,0.25332743
679,-117.97663785,33.74843344,0679,38,32,160.668633,0.25104468
680,-117.96794157,33.74846446,0680,38,32,163.045103,0.25475793
681,-117.95922607,33.74855434,0681,38,32,161.061916,0.25165919
682,-117.95053325,33.74861129,0682,38,32,160.82472,0.25128842
683,-118.00338906,33.74028623,0683,38,32,117.043213,0.18287998
684,-118.00045441,33.7428571,0684,38,32,40.906588,0.06391653
685,-117.99398506,33.74093225,0685,38,32,166.766985,0.26056927
686,-117.98526015,33.74109981,0686,38,32,157.969784,0.24682776
687,-117.97657094,33.74114948,0687,38,32,160.985226,0.25153936
688,-117.96786187,33.74118621,0688,38,32,158.759159,0.24806112
689,-117.95912696,33.741283,0689,38,32,161.901974,0.25297178
690,-117.95056202,33.74181869,0690,38,32,137.182857,0.21434848
691,-117.95024168,33.73459842,0691,38,32,180.108652,0.2814197
692,-117.99139486,33.73580913,0692,38,32,33.681762,0.05263186
693,-117.98488652,33.73410165,0693,38,32,145.038356,0.22662233
694,-117.97649193,33.7339074,0694,38,32,161.297612,0.25202746
695,-117.96776465,33.73397243,0695,38,32,159.816871,0.24971381
696,-117.96047361,33.73642506,0696,38,32,41.304023,0.06453752
697,-117.95853439,33.7331602,0697,38,32,122.343012,0.19116092
698,-117.97631493,33.72689391,0698,38,33,171.772661,0.2683964
699,-117.88099435,33.77486095,0699,42,39,411.870927,0.64355503
700,-117.8702635,33.77566867,0700,42,26,97.83625,0.15286986
701,-117.86302778,33.77555503,0701,42,26,128.173653,0.2002699
702,-117.84764147,33.77448605,0702,42,27,68.949253,0.10773204
703,-117.860883,33.76745783,0703,42,39,351.499938,0.54921853
704,-117.84580162,33.77023549,0704,42,39,313.019626,0.48909384
705,-117.8333051,33.77011152,0705,42,42,74.652093,0.1166427
706,-117.87283021,33.76651717,0706,42,39,160.94372,0.2514745
707,-117.87906397,33.76603962,0707,42,39,114.11211,0.17830014
708,-117.88993848,33.76445987,0708,42,39,339.9842,0.53122519
709,-117.86768343,33.76546391,0709,42,39,62.351177,0.09742369
710,-117.89996372,33.76428354,0710,37,25,96.188389,0.15029432
711,-117.85156203,33.76356407,0711,42,39,159.346431,0.24897875
712,-117.84126805,33.76345335,0712,42,39,218.458006,0.34134057
713,-117.83328352,33.76376164,0713,42,42,76.318709,0.11924724
714,-117.87944042,33.75725748,0714,42,40,291.313466,0.45517719
715,-117.86971311,33.75757435,0715,42,40,130.018003,0.20315309
716,-117.86569491,33.7582622,0716,42,40,85.130684,0.13301666
717,-117.93324972,33.75604881,0717,42,38,159.950975,0.24992333
718,-117.9246049,33.75613178,0718,42,38,158.531394,0.24770525
719,-117.9003597,33.75308679,0719,42,40,285.988756,0.44685717
720,-117.89025729,33.75489578,0720,42,40,288.67778,0.45105892
721,-117.86084921,33.75498463,0721,42,40,153.977998,0.24059057
722,-117.85000726,33.75696758,0722,42,39,209.269469,0.32698346
723,-117.83899586,33.75409901,0723,42,39,283.84843,0.44351307
724,-117.91463376,33.75080979,0724,42,38,309.579377,0.48371869
725,-117.85397579,33.75204416,0725,42,40,82.641152,0.12912677
726,-117.84840361,33.75072356,0726,42,40,102.435257,0.16005506
727,-117.87252784,33.75118651,0727,42,40,101.339137,0.15834236
728,-117.86607314,33.75159077,0728,42,40,28.866817,0.04510439
729,-117.9418646,33.7486793,0729,37,24,160.902507,0.25140963
730,-117.93464582,33.74918193,0730,42,38,102.415146,0.16002363
731,-117.93070871,33.74799383,0731,42,38,60.115099,0.09392982
732,-117.92453903,33.74881139,0732,42,38,160.892548,0.25139456
733,-117.85900892,33.75011718,0733,42,40,62.013229,0.09689566
734,-117.8808036,33.74973385,0734,42,40,78.280421,0.12231313
735,-117.87147775,33.74647985,0735,42,40,115.028463,0.17973194
736,-117.8633578,33.74626896,0736,42,40,129.623167,0.20253614
737,-117.90884414,33.74187402,0737,42,40,195.044129,0.30475517
738,-117.89920597,33.74702728,0738,42,40,104.717396,0.16362089
739,-117.88915601,33.74712536,0739,42,40,67.724002,0.10581873
740,-117.88082335,33.74673964,0740,42,40,53.364459,0.08338195
741,-117.85667927,33.74566086,0741,42,40,45.445597,0.07100878
742,-117.84877125,33.74682264,0742,42,40,80.447939,0.12569988
743,-117.83754326,33.74523541,0743,42,39,124.322638,0.19425407
744,-117.94181642,33.74208159,0744,42,38,129.2176,0.2019031
745,-117.93546758,33.74253529,0745,42,38,54.888208,0.0857628
746,-117.93176315,33.7411146,0746,42,38,97.203433,0.15188033
747,-117.92444792,33.74169295,0747,42,38,150.080806,0.23450121
748,-117.91606476,33.74180791,0748,42,38,142.299667,0.22234244
749,-117.89955278,33.74260076,0749,42,40,174.734981,0.27302335
750,-117.88926011,33.74188537,0750,42,40,145.10502,0.22672654
751,-117.88069273,33.74257788,0751,42,40,130.831862,0.20442474
752,-117.84700911,33.74387436,0752,42,40,112.464472,0.17572569
753,-117.87378424,33.74183149,0753,42,40,65.518079,0.10237197
754,-117.87022603,33.73853451,0754,42,40,130.098695,0.20327916
755,-117.85697663,33.73853204,0755,42,40,134.019428,0.20940529
756,-117.86343944,33.73825938,0756,42,40,190.481193,0.29762681
757,-117.85078683,33.73655476,0757,42,41,115.444483,0.18038193
758,-117.84821913,33.7400166,0758,42,41,96.166083,0.15025947
759,-117.84220276,33.73788366,0759,42,41,114.087055,0.17826089
760,-117.90265462,33.73717323,0760,42,40,116.347356,0.18179271
761,-117.89617893,33.73735127,0761,42,40,63.430342,0.09910989
762,-117.94168482,33.73493395,0762,42,38,185.646093,0.29007164
763,-117.87990745,33.73705531,0763,42,40,138.959881,0.21712477
764,-117.93299956,33.7345192,0764,42,38,161.764348,0.25275674
765,-117.92394961,33.73361047,0765,42,38,197.963345,0.30931766
766,-117.91685718,33.73322146,0766,42,38,173.535403,0.27113889
767,-117.8894774,33.73646701,0767,42,40,88.557516,0.13837109
768,-117.91039295,33.73114959,0768,42,40,153.012717,0.23909607
769,-117.90447126,33.73106883,0769,42,40,70.092755,0.10951991
770,-117.89817552,33.73086078,0770,42,40,161.005603,0.25157119
771,-117.8911379,33.73100919,0771,42,40,98.014188,0.15314715
772,-117.88686529,33.73054741,0772,42,40,62.063594,0.09697433
773,-117.88084181,33.73091379,0773,42,40,157.497686,0.24609008
774,-117.87213674,33.73089894,0774,42,40,159.932848,0.24989502
775,-117.86016493,33.73029483,0775,42,40,126.115335,0.19705517
776,-117.85342322,33.73024913,0776,42,41,102.546338,0.16022861
777,-117.86589911,33.73034593,0777,42,40,59.256289,0.09258793
778,-117.84393999,33.72984225,0778,42,41,217.758649,0.34024809
779,-117.83682352,33.73167496,0779,42,41,74.698375,0.11671242
780,-117.91337339,33.72033194,0780,42,41,349.880517,0.54668456
781,-117.9049042,33.72167759,0781,42,41,172.533251,0.26958314
782,-117.89868376,33.72110602,0782,42,41,213.612074,0.3337688
783,-117.88868788,33.72237816,0783,42,41,180.959603,0.28274931
784,-117.88090642,33.7217274,0784,42,41,244.786891,0.38247943
785,-117.87222697,33.72170041,0785,42,40,248.722962,0.38862955
786,-117.86572446,33.7216157,0786,42,40,122.205582,0.19094617
787,-117.8600255,33.7253736,0787,42,40,69.7089,0.10892013
788,-117.8535164,33.7213992,0788,42,41,166.13234,0.25958172
789,-117.84425805,33.72217425,0789,42,41,325.693061,0.50890131
790,-117.89311772,33.71930962,0790,42,41,100.607455,0.15719911
791,-117.86023226,33.71960572,0791,42,40,128.547135,0.20085485
792,-117.89126577,33.70967332,0792,42,41,365.283245,0.57075496
793,-117.88139628,33.71073789,0793,42,41,233.671513,0.36511165
794,-117.87233498,33.71250969,0794,42,41,160.493629,0.25077123
795,-117.86303462,33.71257928,0795,42,41,180.427516,0.28191793
796,-117.90065471,33.70963377,0796,42,41,205.156053,0.32055626
797,-117.85295219,33.71250594,0797,42,41,189.007531,0.2953242
798,-117.90711114,33.7093591,0798,42,41,176.817784,0.27627801
799,-117.91475662,33.71148034,0799,42,41,134.078081,0.20949695
800,-117.84408708,33.71063697,0800,44,49,168.400489,0.26312572
801,-117.92196328,33.71096689,0801,42,41,55.718125,0.08705873
802,-117.87257479,33.70452125,0802,42,41,198.337483,0.30990224
803,-117.92396724,33.70498014,0803,42,41,142.62053,0.22283658
804,-117.91467084,33.70517262,0804,42,41,172.451032,0.26945439
805,-117.86392119,33.70690446,0805,42,41,76.877598,0.12012122
806,-117.85652665,33.70696146,0806,42,41,62.350092,0.09742185
807,-117.84929571,33.70493511,0807,44,49,151.067081,0.23604138
808,-117.87959905,33.7034186,0808,42,41,83.137803,0.12990278
809,-117.86383978,33.70044756,0809,42,41,226.60601,0.35407397
810,-117.91507563,33.69866618,0810,42,41,147.591529,0.23061212
811,-117.90711117,33.69983355,0811,42,41,113.857965,0.17790372
812,-117.90106958,33.70008007,0812,42,41,108.901574,0.17015865
813,-117.89514022,33.69990573,0813,42,41,109.459282,0.17103009
814,-117.888887,33.69889418,0814,42,41,158.820588,0.24815711
815,-117.88174765,33.69803658,0815,42,41,166.042774,0.25944177
816,-117.87256547,33.69707475,0816,42,41,134.271064,0.20979828
817,-117.68301332,33.81060348,0817,41,29,11175.90113,17.46231977
818,-117.73071708,33.83195095,0818,41,29,971.878737,1.518562
819,-117.72053062,33.82284755,0819,41,29,218.008796,0.34063379
820,-117.6343427,33.77953703,0820,43,55,11623.493485,18.16163463
821,-117.74463256,33.81185354,0821,41,29,868.710257,1.35736008
822,-117.73356883,33.80566768,0822,41,29,999.139095,1.56114911
823,-117.75347916,33.79772776,0823,41,29,304.198262,0.47531965
824,-117.75798857,33.79388033,0824,41,29,72.552951,0.11335775
825,-117.74140775,33.79153489,0825,41,29,168.147126,0.26272961
826,-117.75114943,33.78846505,0826,41,29,138.144561,0.21585285
827,-117.73460615,33.78018483,0827,41,29,1107.403796,1.73031263
828,-117.7554233,33.78453541,0828,44,52,234.446864,0.36632385
829,-117.77875584,33.78127358,0829,42,43,289.15101,0.45180022
830,-117.79350074,33.77606665,0830,42,43,389.071324,0.60791923
831,-117.71549473,33.77502236,0831,41,29,697.392089,1.08967174
832,-117.76470632,33.7638777,0832,44,52,471.000278,0.73593328
833,-117.77124173,33.77559527,0833,42,43,404.505293,0.63206262
834,-117.75140594,33.77556633,0834,44,52,261.24897,0.40820007
835,-117.78626532,33.76759251,0835,42,43,376.53087,0.58833032
836,-117.81550951,33.77010391,0836,42,42,150.055062,0.23446091
837,-117.82532112,33.77014635,0837,42,42,169.918978,0.26549948
838,-117.80839044,33.76996902,0838,42,42,100.250298,0.15664105
839,-117.80176072,33.76912685,0839,42,42,138.184399,0.21591346
840,-117.77409101,33.76685426,0840,42,43,252.435203,0.39443042
841,-117.75120773,33.75762492,0841,44,52,944.782302,1.47621512
842,-117.73702125,33.76072339,0842,44,52,547.564024,0.85557312
843,-117.68064433,33.75972402,0843,41,29,467.418112,0.73032814
844,-117.70089571,33.76556828,0844,41,29,509.411719,0.79595525
845,-117.69015591,33.75931245,0845,41,29,361.080977,0.56419745
846,-117.7175715,33.75425643,0846,44,52,1809.937181,2.82802442
847,-117.5888098,33.74737644,0847,43,55,6639.631249,10.37437403
848,-117.8160608,33.76333847,0848,42,42,152.231354,0.23786517
849,-117.79451323,33.75979389,0849,42,43,290.334846,0.45364693
850,-117.80509018,33.76296712,0850,42,42,223.734531,0.34958068
851,-117.77575619,33.757581,0851,42,43,291.848563,0.45601033
852,-117.7687598,33.74431596,0852,44,52,113.033259,0.17661689
853,-117.8173046,33.75649635,0853,42,42,183.505824,0.28672843
854,-117.80805919,33.75662186,0854,42,42,123.232817,0.1925537
855,-117.78785121,33.75226093,0855,42,43,447.115142,0.69861091
856,-117.75964105,33.74485848,0856,44,52,582.201593,0.90969203
857,-117.80344879,33.7512123,0857,42,42,240.811668,0.37626738
858,-117.69653979,33.74780297,0858,44,52,576.197927,0.90032652
859,-117.81575886,33.7508706,0859,42,42,152.689991,0.23858038
860,-117.73331224,33.74206519,0860,44,52,1166.177808,1.8221504
861,-117.67056594,33.73050219,0861,44,52,2865.707797,4.47766278
862,-117.79816993,33.74515741,0862,42,42,159.531357,0.24926713
863,-117.80247231,33.74010214,0863,42,42,106.530066,0.16645331
864,-117.59134787,33.71661541,0864,43,55,10865.688076,16.97762677
865,-117.71419025,33.72852349,0865,44,52,717.015451,1.12034675
866,-117.74109945,33.72939553,0866,44,52,982.401553,1.53500315
867,-117.72859972,33.71376232,0867,44,52,795.230318,1.2425466
868,-117.68207237,33.70718427,0868,44,52,5189.592218,8.10871285
869,-117.75043217,33.71558747,0869,44,52,415.250864,0.64882933
870,-117.73981221,33.70648755,0870,44,52,514.378887,0.80371628
871,-117.50401437,33.64100787,0871,43,70,37139.129734,58.02988229
872,-117.61966288,33.6955593,0872,43,70,984.718935,1.53862586
873,-117.59040218,33.68807885,0873,43,70,1142.28681,1.78483029
874,-117.56673572,33.67433801,0874,43,70,1458.599725,2.27906016
875,-117.6165596,33.67667273,0875,43,59,1118.57171,1.74779097
876,-117.5958973,33.67017102,0876,43,70,848.19981,1.3253119
877,-117.58485643,33.67165667,0877,43,70,369.471058,0.5772984
878,-118.03357001,33.74828048,0878,38,33,327.414588,0.51157912
879,-118.02009931,33.74763443,0879,38,33,146.23672,0.22849483
880,-118.03736074,33.74080838,0880,38,33,167.677883,0.26200302
881,-118.02865879,33.74087908,0881,38,33,155.393373,0.2428021
882,-118.02008361,33.74078806,0882,38,33,158.207705,0.24719948
883,-118.01130899,33.7408554,0883,38,33,156.859541,0.24509297
884,-118.0372543,33.73350731,0884,38,33,166.978578,0.26091147
885,-118.02843837,33.73357191,0885,38,33,159.717692,0.24955882
886,-118.01984368,33.73362337,0886,38,33,158.437711,0.24755888
887,-118.01119405,33.73367623,0887,38,33,160.651102,0.25101729
888,-118.00250338,33.73372507,0888,38,33,160.344882,0.25053882
889,-117.99380201,33.73287288,0889,38,32,135.706186,0.21204086
890,-118.07868397,33.72419793,0890,38,34,132.418922,0.20688791
891,-118.06897017,33.71980589,0891,38,34,240.998134,0.37657234
892,-118.06480056,33.72669916,0892,38,34,253.759267,0.39651537
893,-118.04813659,33.72624764,0893,38,34,240.913268,0.37644639
894,-118.0374035,33.72803649,0894,38,33,80.524336,0.12582097
895,-118.02843943,33.72627322,0895,38,33,158.286907,0.24732325
896,-118.01983313,33.72636177,0896,38,33,158.480302,0.24762542
897,-118.01113748,33.72642274,0897,38,33,161.765363,0.25275831
898,-118.00240716,33.72647078,0898,38,33,159.281693,0.24887759
899,-117.99358449,33.72653165,0899,38,33,164.055426,0.25633655
900,-117.98422903,33.72586996,0900,38,33,162.37355,0.25370513
901,-118.05764102,33.71849086,0901,38,34,362.94573,0.56711071
902,-118.03699448,33.72456544,0902,38,33,83.831269,0.13098466
903,-118.05193955,33.71967265,0903,38,34,57.928528,0.09051254
904,-118.04585973,33.71889385,0904,38,34,160.372667,0.25058337
905,-118.0371527,33.71895205,0905,38,33,164.54689,0.25710446
906,-118.02836023,33.71900442,0906,38,33,162.99788,0.25468412
907,-118.01970166,33.7200479,0907,38,33,117.184057,0.18310006
908,-118.0110443,33.72010745,0908,38,33,120.020105,0.18753137
909,-118.00230784,33.72016973,0909,38,33,119.183461,0.18622412
910,-117.99514517,33.72094084,0910,38,33,62.818368,0.09815367
911,-117.99247655,33.71820889,0911,38,33,102.821045,0.16065784
912,-117.98482106,33.71927928,0912,38,33,157.225037,0.24566684
913,-117.97650175,33.71909293,0913,38,33,147.677498,0.23074148
914,-118.01965077,33.71637215,0914,38,33,43.395198,0.06780498
915,-118.01094226,33.71643425,0915,38,33,43.154007,0.06742812
916,-118.00225758,33.71649486,0916,38,33,43.43023,0.06785974
917,-118.04579875,33.71337412,0917,38,34,79.186871,0.12373227
918,-118.03703124,33.71349043,0918,38,34,80.121505,0.12519182
919,-118.03031775,33.71345565,0919,38,34,48.335049,0.07552364
920,-118.02733579,33.71100245,0920,38,34,109.844072,0.17163137
921,-118.01956323,33.71180752,0921,38,33,158.127538,0.24707422
922,-118.0108836,33.71187146,0922,38,35,158.024006,0.24691246
923,-118.00219451,33.71191878,0923,38,33,158.54088,0.24772006
924,-117.99342735,33.71200148,0924,38,33,161.641854,0.25256535
925,-117.98473425,33.7120314,0925,38,33,154.828302,0.24191917
926,-117.97611337,33.71211766,0926,38,37,159.817661,0.24971555
927,-118.04580257,33.70944366,0927,38,34,112.709682,0.17610714
928,-118.05861544,33.70637888,0928,38,34,33.521418,0.05236602
929,-118.0535548,33.70751222,0929,38,34,233.173036,0.36432527
930,-118.03771783,33.71010778,0930,38,34,63.064258,0.09853895
931,-118.03480364,33.70737453,0931,38,34,57.423829,0.08972735
932,-118.02814248,33.70455645,0932,38,34,163.005676,0.25469005
933,-118.01912875,33.70384809,0933,38,33,189.607019,0.29626113
934,-118.01079167,33.70281342,0934,38,35,238.658031,0.37289944
935,-118.00214598,33.70468701,0935,38,33,162.663488,0.25416163
936,-117.99341917,33.70478092,0936,38,33,159.422311,0.2490973
937,-118.03416289,33.69411078,0937,38,34,1388.5376,2.16958618
938,-117.98473193,33.70481318,0938,38,33,161.245467,0.25194599
939,-117.97601138,33.70486379,0939,38,37,162.158161,0.25337207
940,-118.02569896,33.69955659,0940,38,34,26.867849,0.04198202
941,-118.02103926,33.6980262,0941,38,34,74.228818,0.11598148
942,-118.00202102,33.69742082,0942,38,35,161.540677,0.25240725
943,-117.99329704,33.69749619,0943,38,35,162.066515,0.25322888
944,-117.98459525,33.69758546,0944,38,36,157.545573,0.24616491
945,-117.97600175,33.69761492,0945,38,37,156.900812,0.24515747
946,-118.01066523,33.69197119,0946,38,35,234.561772,0.36650797
947,-118.01635704,33.68975808,0947,38,34,49.208036,0.07688928
948,-118.00366439,33.69052194,0948,38,35,95.821252,0.14972068
949,-117.99571918,33.69177861,0949,38,35,90.153738,0.14086518
950,-117.99178594,33.68925245,0950,38,35,90.7326,0.14176965
951,-117.98444071,33.69035271,0951,38,36,157.101797,0.24547151
952,-117.97588602,33.69040636,0952,38,37,157.443492,0.2460054
953,-117.9995912,33.68854981,0953,38,35,45.884466,0.07169446
954,-118.01389839,33.68226377,0954,38,35,241.328139,0.37707066
955,-118.00334808,33.68336155,0955,38,35,103.97362,0.16245874
956,-117.99087074,33.68309362,0956,38,35,82.723122,0.12925485
957,-117.99558568,33.68288964,0957,38,35,93.801395,0.14656465
958,-117.98434433,33.68312833,0958,38,36,156.221285,0.2440957
959,-117.97570179,33.68316067,0959,38,36,161.273707,0.25199011
960,-117.96915982,33.68321192,0960,38,36,81.43156,0.12723679
961,-117.96482682,33.68319298,0961,38,36,79.777606,0.12465248
962,-117.95832254,33.68323227,0962,38,36,161.534771,0.25239802
963,-117.94963186,33.68329067,0963,38,36,158.416616,0.24752582
964,-117.95027668,33.67601378,0964,38,36,242.70999,0.37922946
965,-118.02269793,33.68009502,0965,38,35,183.555217,0.28680585
966,-118.01472747,33.67372632,0966,38,35,191.924232,0.29988624
967,-118.02429012,33.67446533,0967,38,35,140.477499,0.21949409
968,-118.00628178,33.67505679,0968,38,35,144.37661,0.2255884
969,-118.0009882,33.6713746,0969,38,35,202.1374,0.31583963
970,-117.99541697,33.67554768,0970,38,35,84.806648,0.13251037
971,-117.9907753,33.67577429,0971,38,35,85.462215,0.13353467
972,-117.98423951,33.67583165,0972,38,36,160.131556,0.2502055
973,-117.97559585,33.67585277,0973,38,36,163.952349,0.25617549
974,-117.96908668,33.67585648,0974,38,36,79.055315,0.1235239
975,-117.96478856,33.67588439,0975,38,36,80.920622,0.12643845
976,-117.95822225,33.67593912,0976,38,36,163.415152,0.25533612
977,-118.01067271,33.66798281,0977,38,35,186.145735,0.29085294
978,-117.99540716,33.66849679,0978,38,35,91.590743,0.1431105
979,-117.9906624,33.66850769,0979,38,35,82.480114,0.12887515
980,-117.98414167,33.66852141,0980,38,36,156.487068,0.24451098
981,-117.97550239,33.66858722,0981,38,36,159.89478,0.24983553
982,-117.96900148,33.66859369,0982,38,36,77.80146,0.12156383
983,-117.96468915,33.66862766,0983,38,36,80.013446,0.1250219
984,-117.95812292,33.66868375,0984,38,36,160.108833,0.25017002
985,-117.95043069,33.66894218,0985,38,36,120.50468,0.18827463
986,-118.00761527,33.66047524,0986,38,35,69.515162,0.10861722
987,-118.00242114,33.66171427,0987,38,35,194.061681,0.3032213
988,-117.994712,33.66205719,0988,38,35,99.659927,0.15571861
989,-117.98404091,33.66131586,0989,38,36,155.587828,0.24310592
990,-117.97541062,33.66136461,0990,38,36,161.667316,0.25260513
991,-117.96887886,33.6613445,0991,38,36,79.653426,0.12445832
992,-117.96456473,33.66137629,0992,38,36,80.185015,0.12528919
993,-117.99088541,33.66021544,0993,38,35,76.572832,0.11964503
994,-117.95802206,33.66145277,0994,38,36,161.861377,0.25290835
995,-117.95172506,33.65946098,0995,38,36,121.949469,0.190553
996,-117.99566969,33.65577028,0996,38,35,54.035586,0.08443075
997,-117.99072819,33.65369394,0997,38,35,99.279299,0.15512404
998,-117.98393426,33.65406215,0998,38,36,158.30479,0.24734503
999,-117.97532149,33.65409393,0999,38,36,160.578366,0.25090372
1000,-117.96885457,33.65415416,1000,38,36,77.378597,0.12090403
1001,-117.9645346,33.65408852,1001,38,36,81.058662,0.12665413
1002,-117.95793599,33.654189,1002,38,36,161.999473,0.25312412
1003,-117.99389386,33.65123992,1003,38,35,54.525959,0.08519679
1004,-117.98319633,33.6481335,1004,38,36,91.244758,0.14257563
1005,-117.97501941,33.64558149,1005,38,36,215.341993,0.33647178
1006,-117.96873006,33.646844,1006,38,36,80.644864,0.12600758
1007,-117.96438799,33.64690725,1007,38,36,79.598232,0.1243722
1008,-117.95776163,33.64704254,1008,38,36,164.586667,0.25716428
1009,-117.97946064,33.64244257,1009,38,36,82.186987,0.12841714
1010,-117.96759344,33.63967607,1010,38,36,87.503665,0.13672444
1011,-117.96395735,33.64057065,1011,38,36,54.438755,0.08506054
1012,-117.95977585,33.63734394,1012,38,36,195.105715,0.30486971
1013,-117.96765254,33.63608688,1013,38,36,36.860183,0.05759401
1014,-117.99942552,33.68172739,1014,38,35,54.273048,0.08480162
1015,-117.93295114,33.72725639,1015,38,37,160.745329,0.25116452
1016,-117.9459619,33.72341439,1016,38,37,634.361256,0.99118923
1017,-117.9248997,33.72665835,1017,38,37,119.366466,0.18651006
1018,-117.96761655,33.72676853,1018,38,37,155.6232,0.24316119
1019,-117.91863432,33.72322593,1019,38,37,73.559228,0.11493715
1020,-117.95904763,33.72686496,1020,38,37,150.97413,0.23589702
1021,-117.9589493,33.7197448,1021,38,37,159.851791,0.24976837
1022,-117.96751035,33.7195109,1022,38,37,159.362932,0.24900786
1023,-117.93287045,33.72181914,1023,38,37,81.671124,0.12761064
1024,-117.9243542,33.7198632,1024,38,37,159.641698,0.24944194
1025,-117.93286178,33.71815957,1025,38,37,81.452072,0.12726926
1026,-117.95793161,33.71226459,1026,38,37,155.225366,0.24253957
1027,-117.95005862,33.71261534,1027,38,37,156.537698,0.2445901
1028,-117.94146355,33.71281727,1028,38,37,150.896706,0.23577606
1029,-117.96743345,33.71225542,1029,38,37,157.303224,0.24578596
1030,-117.93277691,33.71275125,1030,38,37,159.870861,0.24979816
1031,-117.92588102,33.7129954,1031,38,37,87.954758,0.1374297
1032,-117.95940229,33.70569511,1032,38,37,166.155089,0.25961727
1033,-117.94134585,33.70564535,1033,38,37,164.478904,0.25699823
1034,-117.94981034,33.70511032,1034,38,37,170.49391,0.26639667
1035,-117.96519861,33.7051316,1035,38,37,78.551673,0.12273133
1036,-117.93228695,33.70588598,1036,38,37,168.1164,0.26269102
1037,-117.96949747,33.70495649,1037,38,37,79.575454,0.12434225
1038,-117.96504123,33.69780209,1038,38,37,80.299324,0.12546766
1039,-117.958546,33.69787885,1039,38,37,168.078407,0.26262245
1040,-117.95005624,33.69772616,1040,38,37,153.884057,0.24044379
1041,-117.93977242,33.6996117,1041,38,37,92.903693,0.14516199
1042,-117.96943178,33.69768426,1042,38,37,84.262865,0.13166069
1043,-117.93396891,33.69988655,1043,38,37,56.681884,0.08856719
1044,-117.94160476,33.69641093,1044,38,37,95.954749,0.14992926
1045,-117.94120817,33.69111531,1045,38,37,150.315024,0.23487443
1046,-117.96931739,33.69044042,1046,38,37,82.796254,0.12936912
1047,-117.96492408,33.6904633,1047,38,37,77.995237,0.12186753
1048,-117.95841297,33.69049123,1048,38,37,160.952099,0.2514876
1049,-117.94976306,33.69054084,1049,38,37,158.008237,0.24688784
1050,-117.92881052,33.69689593,1050,39,44,165.091841,0.25795339
1051,-117.92261333,33.69883511,1051,39,44,95.544769,0.14928868
1052,-117.8631696,33.69363455,1052,44,49,172.264754,0.26915775
1053,-117.89995768,33.69194801,1053,39,44,351.027335,0.54847902
1054,-117.92203134,33.69284862,1054,39,44,73.70343,0.11516134
1055,-117.91354662,33.69183334,1055,39,44,225.514691,0.35236663
1056,-117.93025875,33.68991915,1056,39,44,249.916859,0.39048788
1057,-117.88887396,33.6907224,1057,39,44,114.817926,0.17940297
1058,-117.88146132,33.69221478,1058,39,44,80.503624,0.12578687
1059,-117.87581243,33.69027975,1059,39,44,200.416947,0.31315284
1060,-117.91387035,33.68404561,1060,39,44,231.506219,0.36172839
1061,-117.9008448,33.68219446,1061,39,44,343.490268,0.53670342
1062,-117.93815273,33.67993109,1062,39,44,355.54031,0.55553456
1063,-117.89023301,33.68322016,1063,39,44,213.24751,0.33319915
1064,-117.92554563,33.68359951,1064,39,44,204.760709,0.31993854
1065,-117.87998596,33.68496565,1065,39,44,138.641207,0.21662684
1066,-117.87060274,33.68341447,1066,39,48,185.226401,0.28941214
1067,-117.88332031,33.6787995,1067,39,44,118.571647,0.18526816
1068,-117.87887652,33.67323035,1068,39,48,385.079056,0.60168084
1069,-117.9233605,33.67698378,1069,39,44,144.935117,0.22646106
1070,-117.93132148,33.67586379,1070,39,44,158.299881,0.24734353
1071,-117.91421773,33.67735028,1071,39,44,155.749641,0.24335876
1072,-117.89814159,33.67345148,1072,39,44,435.33573,0.68020945
1073,-117.91296632,33.67131464,1073,39,44,206.409486,0.32251475
